CustomerID,Amount,DeviceBrand,DeviceModel,Fraud,FraudType
2175,155.1,Laptop,Acer Aspire,1,"Counterfeit
Skimming ATM"
9525,3106.14,Samsung,Galaxy Z Fold 5,1,"Counterfeit
Kartu Kloning"
7705,4465.96,Samsung,Galaxy Tab S9,0,Non-Fraud
1303,644.63,Apple,iPhone 13 Pro,0,Non-Fraud
7093,466.7,Google,Pixel 6a,1,"Counterfeit
Skimming ATM"
5071,2316.6,Huawei,MatePad Pro,0,Non-Fraud
8721,252.97,Samsung,Galaxy Tab A8,1,"Fraud Onboarding 
Bot Registerasi"
4279,3456.1,Google,Pixel 6a,1,"Fraud E-Commerce
Pembayaran Ditunda"
7677,251.42,Xiaomi,Pad 6,0,Non-Fraud
8676,659.2,Infinix,Zero Ultra,0,Non-Fraud
7707,4241.19,Oppo,A78,1,"Fraud E-Commerce
Pembayaran Ditunda"
5221,2928.53,Realme,C55,1,"Fraud E-Commerce
Ulasan Palsu"
2530,2763.51,Vivo,Y36,0,Non-Fraud
2249,3357.21,Apple,iPhone 12,0,Non-Fraud
5334,2810.14,Vivo,X90,0,Non-Fraud
4031,1205.46,Google,Pixel 6a,0,Non-Fraud
1374,2919.55,Apple,iPad Air,0,Non-Fraud
5032,4084.44,Xiaomi,Redmi Note 12,1,"Fraud E-Commerce
Ulasan Palsu"
8689,3209.85,Laptop,Asus ROG,0,Non-Fraud
3638,2458.21,Samsung,Galaxy Tab A8,1,"Fraud Onboarding 
Data Duplikat"
1188,806.85,Apple,MacBook Pro M3,1,"Counterfeit
Kartu Kloning"
9856,4909.47,Xiaomi,Pad 6,0,Non-Fraud
9158,2041.43,Apple,MacBook Air M2,1,"Fraud E-Commerce
Diskon Palsu"
4334,4086.52,Apple,MacBook Pro M3,0,Non-Fraud
2057,689.25,Laptop,MSI Stealth,1,"Counterfeit
Penjualan Kartu Palsu"
7329,2886.6,Laptop,Acer Aspire,1,"Fraud E-Commerce
Pesanan Palsu"
5404,2947.14,Laptop,HP Pavilion,1,"Fraud Onboarding 
Identitas Palsu"
7704,652.04,Vivo,X90,0,Non-Fraud
3438,3308.16,Oppo,A78,0,Non-Fraud
8511,1331.01,Laptop,MSI Stealth,0,Non-Fraud
9931,1201.75,Xiaomi,Redmi Note 12,1,"Fraud E-Commerce
Pembayaran Ditunda"
9731,2901.8,Samsung,Galaxy Tab A8,1,"CNP (Card Not Present)
Transaksi Berulang"
4006,4289.93,Custom PC,Windows 10 Office PC,0,Non-Fraud
3330,4229.41,Vivo,Y36,1,"Counterfeit
Penjualan Kartu Palsu"
7048,4684.3,Huawei,P50 Pro,1,"CNP (Card Not Present)
Bot Transaksi"
9790,2834.79,Xiaomi,Redmi 13C,1,"Fraud Onboarding 
Data Duplikat"
2647,392.68,Laptop,Dell XPS,1,"CNP (Card Not Present)
Phising Data"
2004,4298.27,Oppo,Find X5 Pro,0,Non-Fraud
8704,3746.19,Xiaomi,Redmi Note 12,1,"CNP (Card Not Present)
Transaksi Berulang"
7402,3301.7,Infinix,Hot 30,1,"CNP (Card Not Present)
IP Asing "
2855,749.93,Xiaomi,Redmi 13C,1,"CNP (Card Not Present)
IP Asing "
8928,4295.38,Google,Pixel 7,1,"Counterfeit
Modifikasi Chip"
8927,426.08,Infinix,Zero Ultra,1,"Fraud E-Commerce
Diskon Palsu"
5620,4926.97,Custom PC,Windows 11 Gaming Rig,1,"Fraud E-Commerce
Diskon Palsu"
4314,759.3,Xiaomi,Redmi Note 12,1,"Counterfeit
Skimming ATM"
5592,4381.39,Oppo,Find X5 Pro,0,Non-Fraud
3202,515.86,Oppo,A78,1,"Fraud E-Commerce
Pesanan Palsu"
8933,1322.14,Xiaomi,Poco X5,1,"Counterfeit
Kartu Kloning"
1896,3225.4,Oppo,Find X5 Pro,1,"Counterfeit
Skimming ATM"
8923,3824.01,Huawei,MatePad Pro,1,"CNP (Card Not Present)
Fake Account"
4663,3065.73,Samsung,Galaxy A54,0,Non-Fraud
9112,3582.82,Apple,iPad Pro 12.9,0,Non-Fraud
4910,1770.16,Samsung,Galaxy Note 20,1,"CNP (Card Not Present)
Bot Transaksi"
3460,1276.44,Apple,MacBook Air M2,1,"Fraud Onboarding 
Identitas Palsu"
2104,94.77,Vivo,X90,0,Non-Fraud
9868,2096.3,Samsung,Galaxy S23,0,Non-Fraud
2948,190.18,Apple,iPad Pro 12.9,1,"Fraud Onboarding 
Dokumen Curian"
2913,1524.49,Samsung,Galaxy Note 20,1,"Fraud Onboarding 
Dokumen Curian"
5712,706.68,Samsung,Galaxy S23,1,"Fraud E-Commerce
Pesanan Palsu"
6177,2995.47,Xiaomi,Redmi Note 12,1,"Counterfeit
Modifikasi Chip"
1046,2235.47,Vivo,V27 Pro,0,Non-Fraud
3148,921.8,Xiaomi,Redmi 13C,1,"CNP (Card Not Present)
Bot Transaksi"
6322,3283.39,Apple,iPhone 12,0,Non-Fraud
6150,1307.13,Samsung,Galaxy Note 20,1,"Fraud E-Commerce
Pesanan Palsu"
5070,190.16,Apple,iPad Pro 12.9,1,"Fraud E-Commerce
Refund Fraud"
2955,3332.35,Samsung,Galaxy A54,0,Non-Fraud
8406,37.64,Google,Pixel 7,0,Non-Fraud
9006,2136.24,Oppo,A78,1,"CNP (Card Not Present)
Phising Data"
5725,4104.76,Oppo,A78,1,"CNP (Card Not Present)
Phising Data"
1745,4010.63,Vivo,V27 Pro,0,Non-Fraud
4001,3777.68,Vivo,X90,0,Non-Fraud
5666,4497.88,Oppo,A78,0,Non-Fraud
7047,2951.95,Laptop,MSI Stealth,0,Non-Fraud
3124,309.07,Samsung,Galaxy Note 20,0,Non-Fraud
4529,1284.12,Apple,MacBook Pro M3,1,"CNP (Card Not Present)
Transaksi Berulang"
3498,1355.27,Realme,GT Neo 5,1,"Fraud E-Commerce
Refund Fraud"
1442,1776.56,Google,Pixel 7,0,Non-Fraud
7250,4080.0,Infinix,Hot 30,1,"Fraud E-Commerce
Ulasan Palsu"
6158,4370.24,Laptop,MSI Stealth,0,Non-Fraud
7320,1384.94,Xiaomi,Redmi 13C,0,Non-Fraud
8002,3974.71,Apple,iPhone 14 Pro Max,1,"Fraud Onboarding 
Identitas Palsu"
6428,1359.98,Infinix,Hot 30,0,Non-Fraud
2891,1640.38,Custom PC,Windows 10 Office PC,0,Non-Fraud
8301,894.23,Laptop,Acer Aspire,0,Non-Fraud
8488,3925.25,Oppo,Find X5 Pro,0,Non-Fraud
3282,622.51,Samsung,Galaxy A54,1,"Fraud E-Commerce
Diskon Palsu"
9535,3236.31,Samsung,Galaxy Tab A8,1,"Counterfeit
Modifikasi Chip"
8719,1026.3,Vivo,X90,1,"Fraud Onboarding 
Data Duplikat"
7046,1170.91,Realme,C55,1,"CNP (Card Not Present)
Bot Transaksi"
9536,4590.41,Laptop,MSI Stealth,0,Non-Fraud
7481,3005.51,Oppo,Find X5 Pro,1,"Fraud Onboarding 
Bot Registerasi"
3197,3490.84,Google,Pixel 7,1,"Counterfeit
Penjualan Kartu Palsu"
9716,4032.54,Apple,iPad Air,1,"Counterfeit
Penjualan Kartu Palsu"
3261,1317.78,Laptop,MSI Stealth,0,Non-Fraud
2811,2089.84,Apple,iPad Pro 12.9,0,Non-Fraud
4675,1456.47,Laptop,MSI Stealth,0,Non-Fraud
3026,803.54,Google,Pixel 7,0,Non-Fraud
2550,893.99,Xiaomi,Redmi 13C,1,"Counterfeit
Kartu Kloning"
3870,3134.05,Laptop,Lenovo ThinkPad,0,Non-Fraud
9410,1681.14,Custom PC,Windows 11 Gaming Rig,0,Non-Fraud
7098,3059.77,Apple,iPhone SE,1,"Fraud Onboarding 
Alamat Palsu"
8922,4218.88,Apple,iPhone 12,1,"Fraud E-Commerce
Pesanan Palsu"
5911,4911.66,Vivo,Y36,1,"Fraud E-Commerce
Pembayaran Ditunda"
4454,271.02,Oppo,Find X5 Pro,1,"CNP (Card Not Present)
Transaksi Berulang"
4961,4276.23,Xiaomi,Redmi Note 12,1,"Fraud E-Commerce
Pesanan Palsu"
8675,4053.27,Laptop,MSI Stealth,1,"Fraud E-Commerce
Pembayaran Ditunda"
6322,404.51,Laptop,Asus ROG,1,"Fraud Onboarding 
Bot Registerasi"
5578,2892.06,Google,Pixel 6a,1,"Fraud E-Commerce
Ulasan Palsu"
3194,2267.15,Xiaomi,Pad 6,1,"Fraud E-Commerce
Diskon Palsu"
9339,207.03,Google,Pixel 7,0,Non-Fraud
9442,305.67,Samsung,Galaxy S23,0,Non-Fraud
2144,1495.84,Apple,iPhone 14 Pro Max,0,Non-Fraud
2797,2538.45,Apple,MacBook Air M2,0,Non-Fraud
6685,1693.42,Samsung,Galaxy Note 20,0,Non-Fraud
3228,446.4,Custom PC,Windows 11 Gaming Rig,0,Non-Fraud
2258,4809.97,Oppo,Reno 8,0,Non-Fraud
3682,2740.0,Xiaomi,Pad 6,0,Non-Fraud
9449,592.19,Samsung,Galaxy Z Fold 5,1,"Fraud E-Commerce
Pesanan Palsu"
3127,4562.53,Xiaomi,Poco X5,1,"Fraud E-Commerce
Pesanan Palsu"
4794,4370.42,Oppo,A78,0,Non-Fraud
2801,4330.46,Apple,iPhone 12,0,Non-Fraud
8880,3037.97,Custom PC,Windows 10 Office PC,1,"Fraud Onboarding 
Data Duplikat"
8651,445.51,Realme,C55,0,Non-Fraud
7340,653.18,Realme,GT Neo 5,1,"CNP (Card Not Present)
Transaksi Berulang"
7962,4185.53,Samsung,Galaxy Note 20,1,"CNP (Card Not Present)
Phising Data"
9065,4466.72,Laptop,HP Pavilion,1,"CNP (Card Not Present)
Bot Transaksi"
7365,1203.07,Laptop,HP Pavilion,0,Non-Fraud
2148,3375.57,Infinix,Zero Ultra,0,Non-Fraud
8756,1112.51,Laptop,MSI Stealth,1,"CNP (Card Not Present)
Bot Transaksi"
3197,2995.75,Google,Pixel 6a,0,Non-Fraud
8321,2102.31,Apple,MacBook Air M2,1,"Fraud E-Commerce
Refund Fraud"
3205,4548.39,Realme,GT Neo 5,1,"CNP (Card Not Present)
IP Asing "
3100,3529.35,Apple,MacBook Pro M3,0,Non-Fraud
8706,4339.96,Xiaomi,Redmi Note 12,1,"CNP (Card Not Present)
Transaksi Berulang"
7943,4653.58,Huawei,Mate 40,1,"Fraud Onboarding 
Data Duplikat"
6969,4903.46,Xiaomi,Pad 6,1,"Fraud Onboarding 
Dokumen Curian"
3164,575.99,Samsung,Galaxy S23,1,"Fraud E-Commerce
Pesanan Palsu"
5056,341.53,Laptop,MSI Stealth,1,"Fraud E-Commerce
Refund Fraud"
5066,805.64,Laptop,HP Pavilion,1,"CNP (Card Not Present)
Bot Transaksi"
8533,1086.82,Apple,iPhone SE,0,Non-Fraud
2413,3908.79,Laptop,HP Pavilion,1,"CNP (Card Not Present)
Fake Account"
8483,3021.54,Huawei,MatePad Pro,1,"CNP (Card Not Present)
Bot Transaksi"
5795,4242.62,Xiaomi,Poco X5,0,Non-Fraud
6635,164.49,Xiaomi,Poco X5,0,Non-Fraud
7037,1045.5,Samsung,Galaxy Tab S9,1,"Fraud E-Commerce
Pesanan Palsu"
2412,2463.62,Samsung,Galaxy S23,1,"Counterfeit
Skimming ATM"
9589,1752.36,Custom PC,Windows 10 Office PC,1,"Fraud E-Commerce
Diskon Palsu"
1988,3692.43,Laptop,Lenovo ThinkPad,1,"CNP (Card Not Present)
Bot Transaksi"
1473,1386.3,Vivo,Y36,1,"Fraud Onboarding 
Alamat Palsu"
1132,4052.81,Laptop,HP Pavilion,0,Non-Fraud
5861,4404.18,Infinix,Zero Ultra,0,Non-Fraud
6232,4303.62,Huawei,MatePad Pro,0,Non-Fraud
8791,591.92,Samsung,Galaxy Tab A8,0,Non-Fraud
4480,2817.71,Oppo,A78,0,Non-Fraud
5793,2563.1,Google,Pixel 7,0,Non-Fraud
3392,3899.73,Xiaomi,Redmi 13C,0,Non-Fraud
7691,4850.31,Google,Pixel 7,0,Non-Fraud
2029,1960.7,Vivo,X90,0,Non-Fraud
7330,1152.72,Custom PC,Windows 10 Office PC,0,Non-Fraud
9996,2068.87,Laptop,HP Pavilion,1,"Fraud E-Commerce
Pembayaran Ditunda"
5795,915.77,Oppo,Find X5 Pro,1,"Fraud Onboarding 
Dokumen Curian"
5331,4817.41,Laptop,Lenovo ThinkPad,0,Non-Fraud
6827,3609.59,Google,Pixel 6a,0,Non-Fraud
7027,4744.52,Laptop,Asus ROG,1,"CNP (Card Not Present)
Fake Account"
6237,2175.26,Apple,iPhone 12,0,Non-Fraud
7005,3567.9,Google,Pixel 6a,1,"Counterfeit
Kartu Kloning"
6833,1749.0,Apple,MacBook Pro M3,0,Non-Fraud
2234,2854.11,Vivo,V27 Pro,0,Non-Fraud
4888,4496.37,Apple,iPad Pro 12.9,0,Non-Fraud
2920,2966.82,Google,Pixel 7,0,Non-Fraud
8534,2017.45,Xiaomi,Poco X5,1,"Fraud E-Commerce
Diskon Palsu"
5216,3428.44,Oppo,A78,0,Non-Fraud
3360,2619.08,Realme,C55,1,"Fraud Onboarding 
Dokumen Curian"
9052,2421.35,Realme,GT Neo 5,0,Non-Fraud
8868,2573.59,Xiaomi,Mi 11 Ultra,1,"CNP (Card Not Present)
Phising Data"
8867,3196.72,Huawei,Mate 40,0,Non-Fraud
9155,1827.04,Realme,GT Neo 5,0,Non-Fraud
5680,3101.29,Oppo,A78,1,"Fraud Onboarding 
Identitas Palsu"
4290,1942.1,Apple,MacBook Air M2,0,Non-Fraud
8383,4770.86,Laptop,MSI Stealth,0,Non-Fraud
7359,4511.42,Laptop,Dell XPS,1,"CNP (Card Not Present)
Phising Data"
9386,2533.63,Laptop,Lenovo ThinkPad,1,"CNP (Card Not Present)
Transaksi Berulang"
6237,3114.89,Oppo,A78,0,Non-Fraud
8145,123.99,Realme,C55,1,"Fraud Onboarding 
Identitas Palsu"
6823,978.94,Infinix,Hot 30,1,"CNP (Card Not Present)
Fake Account"
1016,3038.4,Apple,iPad Air,1,"Fraud E-Commerce
Pembayaran Ditunda"
6179,4867.91,Samsung,Galaxy A54,0,Non-Fraud
9532,3270.61,Xiaomi,Redmi 13C,0,Non-Fraud
2596,1834.09,Apple,iPad Air,0,Non-Fraud
8590,372.39,Apple,MacBook Air M2,0,Non-Fraud
4514,340.98,Laptop,Acer Aspire,0,Non-Fraud
8854,1689.78,Vivo,Y36,0,Non-Fraud
5122,3753.54,Xiaomi,Mi 11 Ultra,1,"Fraud E-Commerce
Ulasan Palsu"
6207,353.53,Vivo,V27 Pro,0,Non-Fraud
9816,4301.17,Apple,iPhone 14 Pro Max,0,Non-Fraud
2044,3960.77,Vivo,V27 Pro,0,Non-Fraud
6198,2872.54,Vivo,X90,1,"Fraud Onboarding 
Identitas Palsu"
7300,4329.64,Samsung,Galaxy Note 20,0,Non-Fraud
5170,2287.29,Realme,C55,0,Non-Fraud
2181,2583.96,Infinix,Zero Ultra,1,"Counterfeit
Kartu Kloning"
6693,1887.4,Vivo,X90,0,Non-Fraud
7078,3715.99,Apple,MacBook Pro M3,1,"Fraud E-Commerce
Pesanan Palsu"
4127,4175.85,Apple,iPad Air,0,Non-Fraud
2423,3577.8,Google,Pixel 6a,1,"Counterfeit
Skimming ATM"
2833,3878.3,Samsung,Galaxy Note 20,0,Non-Fraud
2824,3232.24,Huawei,P50 Pro,0,Non-Fraud
4603,4478.37,Laptop,Dell XPS,1,"Fraud Onboarding 
Bot Registerasi"
1780,186.23,Samsung,Galaxy Tab S9,0,Non-Fraud
1016,3627.26,Xiaomi,Pad 6,1,"CNP (Card Not Present)
IP Asing "
9733,313.65,Samsung,Galaxy Tab A8,1,"Counterfeit
Kartu Kloning"
4543,2730.33,Oppo,Reno 8,0,Non-Fraud
7049,686.52,Samsung,Galaxy Note 20,1,"Counterfeit
Skimming ATM"
4769,2115.14,Apple,MacBook Air M2,1,"Fraud Onboarding 
Dokumen Curian"
2151,4255.75,Xiaomi,Redmi Note 12,0,Non-Fraud
4291,2258.89,Custom PC,Windows 11 Gaming Rig,0,Non-Fraud
3775,1680.54,Google,Pixel 7,0,Non-Fraud
3152,398.23,Laptop,MSI Stealth,0,Non-Fraud
4109,2299.99,Apple,MacBook Air M2,0,Non-Fraud
4120,4659.88,Infinix,Zero Ultra,0,Non-Fraud
4864,2998.49,Custom PC,Windows 10 Office PC,0,Non-Fraud
3978,1824.04,Realme,GT Neo 5,0,Non-Fraud
1906,3605.58,Oppo,Find X5 Pro,1,"CNP (Card Not Present)
Transaksi Berulang"
6969,4881.74,Apple,MacBook Air M2,0,Non-Fraud
6275,2909.44,Oppo,Find X5 Pro,1,"Counterfeit
Skimming ATM"
9450,2413.05,Custom PC,Windows 11 Gaming Rig,0,Non-Fraud
7633,4843.53,Xiaomi,Mi 11 Ultra,1,"Fraud Onboarding 
Alamat Palsu"
1560,1967.56,Apple,MacBook Air M2,1,"Fraud E-Commerce
Refund Fraud"
1106,4878.84,Apple,MacBook Pro M3,1,"Counterfeit
Penjualan Kartu Palsu"
9427,805.59,Xiaomi,Redmi Note 12,1,"Counterfeit
Penjualan Kartu Palsu"
6686,909.62,Laptop,Acer Aspire,1,"Fraud E-Commerce
Pembayaran Ditunda"
7000,3125.99,Samsung,Galaxy Tab A8,0,Non-Fraud
4897,4335.56,Laptop,HP Pavilion,0,Non-Fraud
5874,2336.02,Laptop,Lenovo ThinkPad,0,Non-Fraud
1132,525.88,Google,Pixel 7,1,"Fraud E-Commerce
Refund Fraud"
3106,2356.33,Samsung,Galaxy Tab S9,0,Non-Fraud
2668,4956.26,Apple,iPhone 14 Pro Max,1,"Fraud E-Commerce
Diskon Palsu"
2844,3449.1,Google,Pixel 6a,0,Non-Fraud
6163,2042.61,Apple,MacBook Air M2,0,Non-Fraud
7759,1213.88,Samsung,Galaxy Z Fold 5,0,Non-Fraud
8959,2670.65,Samsung,Galaxy Tab A8,1,"Fraud Onboarding 
Identitas Palsu"
8871,711.73,Laptop,MSI Stealth,0,Non-Fraud
4133,2408.02,Apple,iPhone 13 Pro,1,"Fraud E-Commerce
Refund Fraud"
7741,4838.86,Apple,MacBook Air M2,0,Non-Fraud
3080,3896.46,Infinix,Hot 30,1,"CNP (Card Not Present)
Fake Account"
3823,2523.48,Samsung,Galaxy Tab S9,0,Non-Fraud
5174,227.19,Apple,MacBook Air M2,1,"Fraud E-Commerce
Ulasan Palsu"
5390,3302.44,Vivo,Y36,1,"Counterfeit
Skimming ATM"
3660,2321.03,Apple,iPhone 14 Pro Max,0,Non-Fraud
7647,3772.41,Apple,iPhone 14 Pro Max,1,"CNP (Card Not Present)
Fake Account"
1406,3963.66,Infinix,Hot 30,0,Non-Fraud
3914,4920.94,Custom PC,Windows 10 Office PC,0,Non-Fraud
4705,249.79,Apple,MacBook Pro M3,1,"Fraud Onboarding 
Bot Registerasi"
3926,419.14,Samsung,Galaxy Z Fold 5,1,"Fraud Onboarding 
Dokumen Curian"
1250,2805.22,Oppo,A78,1,"CNP (Card Not Present)
Bot Transaksi"
8871,3317.55,Laptop,MSI Stealth,0,Non-Fraud
3731,1383.41,Samsung,Galaxy Tab A8,1,"Counterfeit
Cetak Kartu Palsu"
6837,836.29,Oppo,Find X5 Pro,0,Non-Fraud
6369,3425.91,Custom PC,Windows 10 Office PC,1,"CNP (Card Not Present)
Phising Data"
3590,464.7,Huawei,P50 Pro,1,"CNP (Card Not Present)
Bot Transaksi"
5668,1234.53,Apple,iPhone 12,1,"CNP (Card Not Present)
Fake Account"
6122,4108.38,Oppo,A78,1,"Counterfeit
Penjualan Kartu Palsu"
2150,1792.96,Samsung,Galaxy A54,0,Non-Fraud
9673,174.54,Oppo,A78,1,"Fraud Onboarding 
Alamat Palsu"
7179,447.05,Oppo,Find X5 Pro,0,Non-Fraud
7731,439.33,Samsung,Galaxy Tab A8,1,"Counterfeit
Penjualan Kartu Palsu"
5579,3994.42,Samsung,Galaxy Note 20,1,"Fraud Onboarding 
Dokumen Curian"
1145,4276.22,Samsung,Galaxy Z Fold 5,0,Non-Fraud
6101,341.5,Laptop,Asus ROG,0,Non-Fraud
5129,4095.43,Samsung,Galaxy Z Fold 5,1,"Fraud E-Commerce
Pembayaran Ditunda"
4808,649.23,Xiaomi,Mi 11 Ultra,1,"Fraud E-Commerce
Pesanan Palsu"
3907,311.08,Samsung,Galaxy Z Fold 5,1,"CNP (Card Not Present)
IP Asing "
8104,965.83,Huawei,P50 Pro,0,Non-Fraud
6616,2271.36,Samsung,Galaxy Note 20,0,Non-Fraud
1446,3198.71,Apple,iPhone 13 Pro,0,Non-Fraud
5585,1410.41,Xiaomi,Redmi Note 12,1,"Fraud Onboarding 
Bot Registerasi"
2650,16.97,Google,Pixel 7,0,Non-Fraud
5936,1767.88,Realme,GT Neo 5,0,Non-Fraud
3719,957.34,Apple,iPad Air,1,"Counterfeit
Skimming ATM"
2036,3275.63,Apple,iPhone 13 Pro,0,Non-Fraud
6136,1809.66,Apple,iPad Air,0,Non-Fraud
6566,4688.68,Apple,MacBook Pro M3,0,Non-Fraud
7222,2311.43,Vivo,X90,1,"Counterfeit
Kartu Kloning"
2045,3804.4,Apple,iPhone SE,0,Non-Fraud
3433,1807.11,Xiaomi,Poco X5,1,"Fraud Onboarding 
Dokumen Curian"
1942,3961.25,Samsung,Galaxy Z Fold 5,0,Non-Fraud
3351,4146.21,Apple,iPad Pro 12.9,0,Non-Fraud
8605,3749.79,Vivo,Y36,0,Non-Fraud
5845,2331.14,Samsung,Galaxy Tab A8,1,"Fraud E-Commerce
Refund Fraud"
8923,2418.43,Laptop,Lenovo ThinkPad,1,"Fraud E-Commerce
Diskon Palsu"
9729,2921.11,Laptop,Lenovo ThinkPad,1,"CNP (Card Not Present)
Transaksi Berulang"
1087,3167.76,Infinix,Hot 30,0,Non-Fraud
8045,1019.89,Laptop,Acer Aspire,1,"Counterfeit
Kartu Kloning"
3637,2896.98,Apple,MacBook Air M2,0,Non-Fraud
2137,506.04,Google,Pixel 6a,1,"CNP (Card Not Present)
Fake Account"
9466,1286.19,Google,Pixel 6a,1,"CNP (Card Not Present)
Bot Transaksi"
2367,2175.39,Google,Pixel 6a,1,"Counterfeit
Skimming ATM"
5003,3095.92,Laptop,HP Pavilion,1,"Counterfeit
Penjualan Kartu Palsu"
1208,1157.31,Samsung,Galaxy Tab S9,1,"Fraud Onboarding 
Dokumen Curian"
6453,369.19,Apple,iPhone 12,1,"CNP (Card Not Present)
Phising Data"
6202,4533.26,Xiaomi,Poco X5,0,Non-Fraud
1292,3970.02,Laptop,Dell XPS,0,Non-Fraud
2939,4665.81,Samsung,Galaxy Z Fold 5,1,"Fraud Onboarding 
Identitas Palsu"
4896,4420.83,Infinix,Hot 30,0,Non-Fraud
5597,2697.79,Infinix,Zero Ultra,0,Non-Fraud
7753,4058.94,Vivo,V27 Pro,0,Non-Fraud
1475,648.72,Laptop,Acer Aspire,0,Non-Fraud
3426,1675.62,Laptop,HP Pavilion,1,"Fraud Onboarding 
Data Duplikat"
2020,3875.09,Laptop,MSI Stealth,1,"Fraud Onboarding 
Identitas Palsu"
4878,3509.12,Realme,C55,1,"CNP (Card Not Present)
Fake Account"
4957,237.69,Oppo,Find X5 Pro,0,Non-Fraud
7384,1333.64,Apple,iPhone SE,1,"CNP (Card Not Present)
IP Asing "
3294,1393.17,Apple,iPhone 14 Pro Max,1,"Fraud Onboarding 
Data Duplikat"
7482,2122.61,Samsung,Galaxy Z Fold 5,0,Non-Fraud
5522,3946.87,Laptop,Acer Aspire,1,"Counterfeit
Kartu Kloning"
8525,547.11,Realme,GT Neo 5,0,Non-Fraud
6559,4177.13,Apple,iPhone SE,1,"CNP (Card Not Present)
Transaksi Berulang"
5687,1925.58,Huawei,MatePad Pro,0,Non-Fraud
1421,558.3,Infinix,Zero Ultra,1,"Counterfeit
Penjualan Kartu Palsu"
8025,971.41,Laptop,MSI Stealth,1,"Counterfeit
Cetak Kartu Palsu"
2947,2574.07,Realme,C55,1,"Counterfeit
Penjualan Kartu Palsu"
7859,4433.5,Apple,MacBook Air M2,0,Non-Fraud
6301,3673.95,Xiaomi,Redmi Note 12,1,"Fraud E-Commerce
Refund Fraud"
9995,873.38,Vivo,X90,0,Non-Fraud
2725,2431.25,Laptop,Dell XPS,0,Non-Fraud
2040,1471.89,Vivo,V27 Pro,1,"Fraud Onboarding 
Identitas Palsu"
7200,1232.94,Laptop,Acer Aspire,0,Non-Fraud
9688,3199.17,Apple,MacBook Air M2,1,"Fraud Onboarding 
Identitas Palsu"
5982,1502.46,Apple,iPad Pro 12.9,1,"Counterfeit
Cetak Kartu Palsu"
7207,3842.83,Google,Pixel 7,0,Non-Fraud
2517,791.28,Samsung,Galaxy Note 20,0,Non-Fraud
8483,559.87,Apple,MacBook Pro M3,0,Non-Fraud
2620,521.96,Xiaomi,Redmi 13C,0,Non-Fraud
6432,2868.77,Google,Pixel 7,0,Non-Fraud
5263,2606.74,Xiaomi,Redmi 13C,1,"CNP (Card Not Present)
Fake Account"
1357,2705.87,Xiaomi,Pad 6,0,Non-Fraud
1048,645.14,Laptop,MSI Stealth,0,Non-Fraud
9651,91.92,Apple,iPhone 12,0,Non-Fraud
5048,3862.94,Laptop,MSI Stealth,1,"Fraud E-Commerce
Refund Fraud"
7209,2521.43,Vivo,V27 Pro,0,Non-Fraud
9347,3091.62,Samsung,Galaxy S23,1,"Fraud E-Commerce
Ulasan Palsu"
9367,569.75,Samsung,Galaxy S23,1,"Fraud Onboarding 
Identitas Palsu"
7055,1908.49,Huawei,Mate 40,0,Non-Fraud
8004,3625.46,Huawei,Mate 40,1,"CNP (Card Not Present)
Fake Account"
8251,1080.71,Realme,GT Neo 5,0,Non-Fraud
9012,4158.09,Vivo,X90,0,Non-Fraud
4640,1837.62,Laptop,Dell XPS,0,Non-Fraud
4547,2173.3,Xiaomi,Poco X5,1,"Fraud Onboarding 
Data Duplikat"
8344,4623.81,Laptop,Lenovo ThinkPad,0,Non-Fraud
6431,1379.14,Samsung,Galaxy Tab A8,0,Non-Fraud
3058,2104.03,Vivo,X90,0,Non-Fraud
2029,1288.79,Custom PC,Windows 11 Gaming Rig,1,"Counterfeit
Modifikasi Chip"
4308,3335.28,Custom PC,Windows 10 Office PC,1,"Counterfeit
Cetak Kartu Palsu"
6296,2729.54,Huawei,Mate 40,1,"Fraud Onboarding 
Dokumen Curian"
1348,1517.67,Apple,MacBook Air M2,1,"Fraud E-Commerce
Diskon Palsu"
2454,634.25,Oppo,Reno 8,0,Non-Fraud
9773,104.26,Google,Pixel 6a,1,"CNP (Card Not Present)
Fake Account"
1024,3269.05,Laptop,Acer Aspire,0,Non-Fraud
2476,1723.39,Huawei,Mate 40,1,"CNP (Card Not Present)
IP Asing "
8714,4314.2,Laptop,HP Pavilion,1,"Counterfeit
Cetak Kartu Palsu"
2113,1714.09,Apple,iPad Air,0,Non-Fraud
6375,1204.11,Samsung,Galaxy Z Fold 5,0,Non-Fraud
2605,3299.3,Samsung,Galaxy Z Fold 5,0,Non-Fraud
3223,2269.88,Oppo,A78,0,Non-Fraud
8695,1011.74,Google,Pixel 6a,1,"CNP (Card Not Present)
Phising Data"
1710,3509.54,Samsung,Galaxy Tab A8,0,Non-Fraud
3637,4877.1,Samsung,Galaxy Note 20,1,"Fraud E-Commerce
Diskon Palsu"
5535,388.03,Infinix,Zero Ultra,1,"Counterfeit
Kartu Kloning"
4392,1247.12,Laptop,Asus ROG,1,"Counterfeit
Skimming ATM"
2817,3835.09,Xiaomi,Mi 11 Ultra,0,Non-Fraud
8672,741.23,Laptop,Lenovo ThinkPad,0,Non-Fraud
2330,1463.93,Laptop,Lenovo ThinkPad,0,Non-Fraud
4315,3268.38,Samsung,Galaxy Tab A8,0,Non-Fraud
2871,462.41,Vivo,X90,0,Non-Fraud
